cate_id,img_url,org_url,prd_nm,prd_id,rate_cnt,rate_val,sales_price,seller_nm,cate_nm
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1579153602_103206_1.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/232250/selling?affect_type=StoreSearchResult&affect_id=12,와인 정리대,232250,79,4.8,"13,900",오늘의집,알콜력상승아이템
8303,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159479190559191959.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/409929/selling?affect_type=StoreSearchResult&affect_id=1,주문제작 컬러 인쇄 소주잔 모음,409929,213,4.8,"6,500",오늘의집,술맛달달술잔
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/158875608680537908.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/296617/selling?affect_type=StoreSearchResult&affect_id=18,육각 골드 프레임 와인렉 와인거치대 와인용품,296617,83,4.8,"13,900",오늘의집,알콜력상승아이템
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161966534885447285.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/174025/selling?affect_type=ProductCategoryIndex&affect_id=,헬로키티 LB51KT 게이밍 의자,174025,158,4.6,"129,000",오늘의집,게이밍의자/발받침
8302,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156815629461267391.png?gif=1&w=480&h=480&c=c,https://ohou.se/productions/176941/selling?affect_type=StoreSearchResult&affect_id=1,네온사인 간판 나만의 레터링 네온사인 조명_8types,176941,947,4.7,"38,000",오늘의집,턴업조명
8304,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/160436818028581037.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/548190/selling?affect_type=StoreSearchResult&affect_id=4,바매니저 4구,548190,23,4.7,"135,000",오늘의집,알콜력상승아이템
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161905718144932777.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/226524/selling?affect_type=ProductCategoryIndex&affect_id=,[한정수량] 라이트 G-지타이탄 게이밍 체어 3colors,226524,"1,825",4.6,"69,900",오늘의집,게이밍의자/발받침
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/15650448027325_zAM1q.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/165441/selling?affect_type=ProductCategoryIndex&affect_id=,[5%쿠폰] 발키리 PC용 게이밍 의자,165441,512,4.5,"109,000",오늘의집,게이밍의자/발받침
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1557386896900_Z9kMR.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/120974/selling?affect_type=ProductCategoryIndex&affect_id=,미니 타이탄 로얄체어 게이밍의자 3colors,120974,"1,605",4.6,"59,900",오늘의집,게이밍의자/발받침
8401,https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1613610130_104369_21.jpg?gif=1&w=480&h=480&c=c,https://ohou.se/productions/698952/selling?affect_type=ProductCategoryIndex&affect_id=,마블 게이밍의자 P타입(블랙팬서)발받침형,698952,74,4.6,"149,000",오늘의집,게이밍의자/발받침
